active,calibration_rounds,candidate_opportunities,condition,deep_faces_global,faces,gate_admissions,gate_deep_window,gate_window,global_spatial_rms_centi,lindsey_fallbacks,lindsey_statuses,lindsey_valid_rounds,max_rounds,methods,mode,parent_scale,round_admitted_prefix,runtime,seed,stages,vertices,window_deep_faces,window_faces,window_nonquad_rms_centi
81,6,624,flat_p78_gauss,0,128,0,0,0,10.830422240424356,0,"{""valid"": 6}",0,80,"{""permutation-lfdr"": 6}",perm_lfdr,0.25,0,1.98,3,3,289,0,6,7.317161271002879
97,8,1122,flat_p78_clean,20,158,6,0,0,0.16558454526946426,6,"{""nonconverged"": 6, ""valid"": 2}",2,80,"{""BH-fallback"": 6, ""lindsey"": 2}",baseline,0.25,7,1.79,4,3,351,0,6,0.03131571826687065
91,12,1355,flat_p78_gauss,18,148,0,0,0,10.837600630457333,0,"{""empty-input"": 12}",0,80,"{""permutation-BH"": 12}",perm_bh,0.25,4,3.06,3,3,329,10,17,7.321140208050912
81,6,624,flat_p78_gauss,0,128,0,0,0,8.510371222981625,0,"{""valid"": 6}",0,80,"{""permutation-lfdr"": 6}",perm_lfdr,0.25,0,2.2,0,3,289,0,6,2.941879778544071
81,6,609,flat_p97_clean,0,128,0,0,0,0.8926066221997663,0,"{""nonconverged"": 6}",0,80,"{""permutation-BH-fallback"": 6}",perm_lfdr,0.25,0,2.66,4,3,289,0,6,0.18326776430690056
83,8,830,flat_p97_clean,2,131,0,0,0,0.856293010819243,0,"{""empty-input"": 8}",0,80,"{""permutation-BH"": 8}",perm_bh,0.25,2,2.48,0,3,296,0,6,0.21486394445228535
81,6,624,flat_p78_corr05,0,128,0,0,0,7.600015063356225,0,"{""nonconverged"": 2, ""valid"": 4}",0,80,"{""permutation-BH-fallback"": 2, ""permutation-lfdr"": 4}",perm_lfdr,0.25,0,2.11,2,3,289,0,6,2.515142485336807
81,6,624,flat_p78_corr05,0,128,0,0,0,8.855539970446118,0,"{""valid"": 6}",0,80,"{""permutation-lfdr"": 6}",perm_lfdr,0.25,0,2.8,0,3,289,0,6,3.3498702999308048
81,6,624,flat_p78_heavytail,0,128,0,0,0,6.192443149297433,0,"{""nonconverged"": 1, ""valid"": 5}",0,80,"{""permutation-BH-fallback"": 1, ""permutation-lfdr"": 5}",perm_lfdr,0.25,0,2.61,2,3,289,0,6,1.501368752236768
81,6,624,flat_p78_clean,0,128,0,0,0,0.3764348468462157,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh,0.25,0,2.31,2,3,289,0,6,0.27232880653014907
407,24,9116,flat_p78_heavytail,662,767,71,0,1,8.532399433101343,0,"{""valid"": 24}",24,80,"{""lindsey"": 24}",baseline,0.25,94,5.62,1,3,1580,12,19,2.0138825831597242
83,8,822,flat_p97_clean,2,131,0,0,0,0.8562929976300289,0,"{""valid"": 8}",0,80,"{""permutation-lfdr"": 8}",perm_lfdr,0.25,1,2.42,0,3,296,0,6,0.21486394539813736
81,6,624,flat_p78_corr01,0,128,0,0,0,8.717603764086846,0,"{""valid"": 6}",0,80,"{""permutation-lfdr"": 6}",perm_lfdr,0.25,0,3.01,0,3,289,0,6,3.1948119236374986
81,6,624,flat_p78_corr01,0,128,0,0,0,8.717603764086848,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh,0.25,0,2.96,0,3,289,0,6,3.1948119236374986
81,6,624,flat_p78_clean,0,128,0,0,0,0.3689869254687542,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh,0.25,0,2.44,1,3,289,0,6,0.21264196987925743
81,6,627,flat_p50_clean,0,128,0,0,0,0.3361767649506624,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh,0.25,0,2.62,2,3,289,0,6,0.10808248570961701
81,6,627,flat_p50_clean,0,128,0,0,0,0.2885053813152112,0,"{""nonconverged"": 3, ""valid"": 3}",0,80,"{""permutation-BH-fallback"": 3, ""permutation-lfdr"": 3}",perm_lfdr,0.25,0,2.22,1,3,289,0,6,0.05857644083503477
81,6,624,flat_p78_clean,0,128,0,0,0,0.34517868267537305,0,"{""valid"": 6}",0,80,"{""permutation-lfdr"": 6}",perm_lfdr,0.25,0,1.89,4,3,289,0,6,0.0936393612343515
761,10,4519,flat_p78_clean,1409,1458,577,0,48,0.30794690871073593,3,"{""nonconverged"": 3, ""valid"": 7}",7,80,"{""BH-fallback"": 3, ""lindsey"": 7}",baseline,0.25,585,3.27,2,3,2979,109,109,0.16148831883758094
924,11,5336,flat_p50_clean,1734,1783,719,0,59,0.2027795773307349,3,"{""nonconverged"": 3, ""valid"": 8}",8,80,"{""BH-fallback"": 3, ""lindsey"": 8}",baseline,0.25,732,2.72,0,3,3630,128,128,0.09985412858519946
101,9,1321,flat_p97_clean,32,167,7,0,0,0.13722740804021452,3,"{""nonconverged"": 3, ""valid"": 6}",6,80,"{""BH-fallback"": 3, ""lindsey"": 6}",baseline,0.25,8,2.83,4,3,368,0,6,0.017474089228275265
98,9,1257,flat_p97_clean,30,162,6,0,0,0.21362988932882432,3,"{""nonconverged"": 3, ""valid"": 6}",6,80,"{""BH-fallback"": 3, ""lindsey"": 6}",baseline,0.25,7,2.3,2,3,357,0,6,0.02547941648871982
81,6,624,flat_p78_clean,0,128,0,0,0,0.3799656869196695,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh,0.25,0,2.51,0,3,289,0,6,0.0876117476691504
81,6,624,flat_p78_gauss,0,128,0,0,0,9.636195821303092,0,"{""valid"": 6}",0,80,"{""permutation-lfdr"": 6}",perm_lfdr,0.25,0,2.23,1,3,289,0,6,6.668002213810132
679,27,17231,flat_p78_gauss,1203,1311,165,0,3,8.269573618855588,0,"{""valid"": 27}",27,80,"{""lindsey"": 27}",baseline,0.25,189,6.24,0,3,2668,30,36,3.7507191598516845
586,23,11090,flat_p78_corr05,1032,1135,110,0,2,15.789602849436026,0,"{""valid"": 23}",23,80,"{""lindsey"": 23}",baseline,0.25,133,6.79,1,3,2306,56,62,7.694038890127981
81,6,624,flat_p78_heavytail,0,128,0,0,0,6.334928567989183,0,"{""valid"": 6}",0,80,"{""permutation-lfdr"": 6}",perm_lfdr,0.25,0,2.16,1,3,289,0,6,2.0344371642153756
81,6,750,flat_p78_gauss_equaln,0,128,0,0,0,1.4498890740137569,0,"{""valid"": 6}",0,80,"{""permutation-lfdr"": 6}",perm_lfdr,0.25,0,1.99,2,3,289,0,6,0.35327011971265554
81,6,624,flat_p78_corr01,0,128,0,0,0,9.451050418216653,0,"{""valid"": 6}",0,80,"{""permutation-lfdr"": 6}",perm_lfdr,0.25,0,2.29,1,3,289,0,6,6.47294450550978
81,6,609,flat_p97_clean,0,128,0,0,0,0.8904664065522283,0,"{""valid"": 6}",0,80,"{""permutation-lfdr"": 6}",perm_lfdr,0.25,0,2.22,1,3,289,0,6,0.2968927803980448
81,6,624,flat_p78_heavytail,0,128,0,0,0,13.736394484884507,0,"{""nonconverged"": 3, ""valid"": 3}",0,80,"{""permutation-BH-fallback"": 3, ""permutation-lfdr"": 3}",perm_lfdr,0.25,0,2.16,0,3,289,0,6,4.072212433580838
314,25,7519,flat_p78_gauss,468,590,53,0,9,14.079872773998602,0,"{""valid"": 25}",25,80,"{""lindsey"": 25}",baseline,0.25,78,4.6,3,3,1217,102,108,8.711935393932642
1056,36,31313,flat_p78_heavytail,1982,2070,260,8,23,21.538925767203274,1,"{""nonconverged"": 1, ""valid"": 35}",35,80,"{""BH-fallback"": 1, ""lindsey"": 35}",baseline,0.25,297,12.82,4,3,4181,213,215,9.505809768036656
81,6,750,flat_p78_gauss_equaln,0,128,0,0,0,1.422021501239119,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh,0.25,0,2.24,1,3,289,0,6,0.2506816142324585
81,6,609,flat_p97_clean,0,128,0,0,0,0.8464323838350675,0,"{""valid"": 6}",0,80,"{""permutation-lfdr"": 6}",perm_lfdr,0.25,0,2.19,2,3,289,0,6,0.28411363161197056
89,7,938,flat_p50_clean,10,143,3,0,0,0.1325065898024235,3,"{""nonconverged"": 3, ""valid"": 4}",4,80,"{""BH-fallback"": 3, ""lindsey"": 4}",baseline,0.25,3,2.36,3,3,320,0,6,0.055258926487484275
81,6,624,flat_p78_heavytail,0,128,0,0,0,6.192443149297433,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh,0.25,0,2.66,2,3,289,0,6,1.501368752236768
81,6,624,flat_p78_corr05,0,128,0,0,0,9.232206757085844,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh,0.25,0,3.07,1,3,289,0,6,6.302938436928607
723,29,17691,flat_p78_corr05,1304,1403,134,0,8,11.67698235820323,0,"{""valid"": 29}",29,80,"{""lindsey"": 29}",baseline,0.25,169,8.87,0,3,2848,96,99,7.181618347419242
116,8,1203,flat_p97_clean,62,196,14,0,0,0.7185134662081105,3,"{""nonconverged"": 3, ""valid"": 5}",5,80,"{""BH-fallback"": 3, ""lindsey"": 5}",baseline,0.25,14,2.78,0,3,427,0,6,0.16886685026764986
81,6,627,flat_p50_clean,0,128,0,0,0,0.3136356936450268,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh,0.25,0,2.08,0,3,289,0,6,0.07389055441866853
92,9,1239,flat_p50_clean,14,149,4,0,0,0.17710768620293574,3,"{""nonconverged"": 3, ""valid"": 6}",6,80,"{""BH-fallback"": 3, ""lindsey"": 6}",baseline,0.25,8,2.42,2,3,332,0,6,0.04307798675865321
81,6,627,flat_p50_clean,0,128,0,0,0,0.3547158950884315,0,"{""valid"": 6}",0,80,"{""permutation-lfdr"": 6}",perm_lfdr,0.25,0,2.1,4,3,289,0,6,0.06238818119537306
81,6,624,flat_p78_clean,0,128,0,0,0,0.34517868267537305,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh,0.25,0,1.9,4,3,289,0,6,0.0936393612343515
81,6,624,flat_p78_gauss,0,128,0,0,0,6.719999189632355,0,"{""nonconverged"": 3, ""valid"": 3}",0,80,"{""permutation-BH-fallback"": 3, ""permutation-lfdr"": 3}",perm_lfdr,0.25,0,2.39,4,3,289,0,6,1.6710432761071727
81,6,624,flat_p78_corr01,0,128,0,0,0,9.451050418216653,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh,0.25,0,3.1,1,3,289,0,6,6.47294450550978
81,6,624,flat_p78_heavytail,0,128,0,0,0,13.736394484884507,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh,0.25,0,2.34,0,3,289,0,6,4.072212433580838
81,6,750,flat_p78_gauss_equaln,0,128,0,0,0,1.4498890740137569,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh,0.25,0,2.09,2,3,289,0,6,0.3532701197126555
81,6,624,flat_p78_heavytail,0,128,0,0,0,8.399067263180907,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh,0.25,0,2.78,4,3,289,0,6,6.265201118496188
81,6,627,flat_p50_clean,0,128,0,0,0,0.3136356936450268,0,"{""nonconverged"": 6}",0,80,"{""permutation-BH-fallback"": 6}",perm_lfdr,0.25,0,2.03,0,3,289,0,6,0.07389055441866853
81,6,624,flat_p78_gauss,0,128,0,0,0,6.719999189632355,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh,0.25,0,2.27,4,3,289,0,6,1.6710432761071727
81,6,624,flat_p78_gauss,0,128,0,0,0,8.510371222981625,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh,0.25,0,2.19,0,3,289,0,6,2.941879778544071
177,12,2441,flat_p78_gauss_equaln,186,316,32,0,1,2.081162986089578,1,"{""nonconverged"": 1, ""valid"": 11}",11,80,"{""BH-fallback"": 1, ""lindsey"": 11}",baseline,0.25,36,3.18,2,3,669,12,19,1.0150850718735673
391,21,9203,flat_p78_heavytail,624,746,101,29,43,13.056644339864677,0,"{""valid"": 21}",21,80,"{""lindsey"": 21}",baseline,0.25,104,6.08,2,3,1527,229,234,21.941986545454714
551,17,9291,flat_p78_gauss_equaln,972,1063,97,0,3,3.4222119251099135,0,"{""valid"": 17}",17,80,"{""lindsey"": 17}",baseline,0.25,117,3.72,0,3,2164,55,57,1.6710721378927338
81,6,609,flat_p97_clean,0,128,0,0,0,0.8926066221997677,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh,0.25,0,2.64,4,3,289,0,6,0.18326776430689404
81,6,624,flat_p78_heavytail,0,128,0,0,0,8.399067263180907,0,"{""nonconverged"": 3, ""valid"": 3}",0,80,"{""permutation-BH-fallback"": 3, ""permutation-lfdr"": 3}",perm_lfdr,0.25,0,2.94,4,3,289,0,6,6.265201118496188
81,6,624,flat_p78_corr05,0,128,0,0,0,9.232206757085848,0,"{""nonconverged"": 3, ""valid"": 3}",0,80,"{""permutation-BH-fallback"": 3, ""permutation-lfdr"": 3}",perm_lfdr,0.25,0,2.59,1,3,289,0,6,6.302938436928607
417,26,11709,flat_p78_corr01,691,791,87,0,6,10.339437295966269,0,"{""valid"": 26}",26,80,"{""lindsey"": 26}",baseline,0.25,102,8.82,0,3,1624,46,51,4.331368063467456
1330,15,8132,flat_p78_clean,2539,2586,1001,0,158,0.3859053598754411,6,"{""nonconverged"": 6, ""valid"": 9}",9,80,"{""BH-fallback"": 6, ""lindsey"": 9}",baseline,0.25,1038,5.77,1,3,5245,333,333,0.10675011722982342
81,6,624,flat_p78_heavytail,0,128,0,0,0,7.802379914737215,0,"{""nonconverged"": 6}",0,80,"{""permutation-BH-fallback"": 6}",perm_lfdr,0.25,0,2.18,3,3,289,0,6,2.4684107205922103
81,6,624,flat_p78_gauss,0,128,0,0,0,9.636195821303092,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh,0.25,0,2.13,1,3,289,0,6,6.668002213810132
81,6,627,flat_p50_clean,0,128,0,0,0,0.3127417659639202,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh,0.25,0,2.36,3,3,289,0,6,0.1642646990092401
81,6,609,flat_p97_clean,0,128,0,0,0,0.7996322672804087,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh,0.25,0,2.28,3,3,289,0,6,0.23912216477089815
81,6,624,flat_p78_clean,0,128,0,0,0,0.37996568691966964,0,"{""nonconverged"": 6}",0,80,"{""permutation-BH-fallback"": 6}",perm_lfdr,0.25,0,2.52,0,3,289,0,6,0.0876117476691504
81,6,609,flat_p97_clean,0,128,0,0,0,0.7996322672804088,0,"{""valid"": 6}",0,80,"{""permutation-lfdr"": 6}",perm_lfdr,0.25,0,2.08,3,3,289,0,6,0.23912216477089807
195,16,3723,flat_p78_corr01,227,351,30,0,0,9.868533799946007,0,"{""valid"": 16}",16,80,"{""lindsey"": 16}",baseline,0.25,38,4.43,1,3,740,0,8,6.46533844542444
81,6,750,flat_p78_gauss_equaln,0,128,0,0,0,1.422021501239119,0,"{""valid"": 6}",0,80,"{""permutation-lfdr"": 6}",perm_lfdr,0.25,0,2.08,1,3,289,0,6,0.2506816142324585
81,6,609,flat_p97_clean,0,128,0,0,0,0.8904664065522254,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh,0.25,0,2.14,1,3,289,0,6,0.29689278039804473
466,26,10922,flat_p78_heavytail,786,898,110,0,26,14.439575391616714,0,"{""valid"": 26}",26,80,"{""lindsey"": 26}",baseline,0.25,140,7.48,3,3,1829,171,172,10.749427691677589
81,6,627,flat_p50_clean,0,128,0,0,0,0.2885053813152112,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh,0.25,0,2.3,1,3,289,0,6,0.05857644083503477
341,15,5424,flat_p78_gauss_equaln,534,643,50,0,3,2.505933468173819,0,"{""valid"": 15}",15,80,"{""lindsey"": 15}",baseline,0.25,58,3.09,1,3,1324,43,47,1.034318011387431
205,15,3619,flat_p78_corr01,244,375,33,0,7,8.408571476462274,0,"{""valid"": 15}",15,80,"{""lindsey"": 15}",baseline,0.25,39,2.98,2,3,784,62,66,6.859253721564006
741,30,18027,flat_p78_gauss,1345,1443,147,2,31,9.202322765516836,1,"{""nonconverged"": 1, ""valid"": 29}",29,80,"{""BH-fallback"": 1, ""lindsey"": 29}",baseline,0.25,174,9.76,2,3,2924,245,246,11.241732396533292
232,17,4063,flat_p78_gauss,304,424,41,0,1,10.357823862407578,0,"{""valid"": 17}",17,80,"{""lindsey"": 17}",baseline,0.25,51,3.08,1,3,887,10,17,6.667335177589766
81,6,624,flat_p78_heavytail,0,128,0,0,0,6.334928567989183,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh,0.25,0,2.29,1,3,289,0,6,2.0344371642153756
93,9,1243,flat_p50_clean,20,152,4,0,1,0.30783340281055793,1,"{""nonconverged"": 1, ""valid"": 8}",8,80,"{""BH-fallback"": 1, ""lindsey"": 8}",baseline,0.25,7,2.02,1,3,337,2,9,0.09928512092815864
81,6,624,flat_p78_clean,0,128,0,0,0,0.41005485459910906,0,"{""valid"": 6}",0,80,"{""permutation-lfdr"": 6}",perm_lfdr,0.25,0,2.01,3,3,289,0,6,0.100342541371235
95,8,1091,flat_p50_clean,18,155,4,0,0,0.1472282626393866,1,"{""nonconverged"": 1, ""valid"": 7}",7,80,"{""BH-fallback"": 1, ""lindsey"": 7}",baseline,0.25,8,2.56,4,3,344,0,6,0.031032925876936946
81,6,759,flat_p78_corr05,0,128,0,0,0,8.855539970446118,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh_k05,0.25,0,2.06,0,3,289,0,6,3.3498702999308048
81,6,774,flat_p78_gauss_equaln,0,128,0,0,0,1.794872804669537,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh_k05,0.25,0,2.1,0,3,289,0,6,0.5476958878511929
81,6,759,flat_p78_heavytail,0,128,0,0,0,7.802379914737215,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh_k05,0.25,0,2.08,3,3,289,0,6,2.4684107205922103
81,6,759,flat_p78_heavytail,0,128,0,0,0,8.399067263180907,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh_k05,0.25,0,2.16,4,3,289,0,6,6.265201118496188
81,6,756,flat_p97_clean,0,128,0,0,0,0.8464323838350626,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh_k05,0.25,0,2.08,2,3,289,0,6,0.28411363161197056
81,6,759,flat_p78_corr01,0,128,0,0,0,8.717603764086846,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh_k05,0.25,0,2.06,0,3,289,0,6,3.1948119236374986
81,6,756,flat_p78_clean,0,128,0,0,0,0.3764348468462154,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh_k05,0.25,0,1.92,2,3,289,0,6,0.27232880653014907
84,12,1678,flat_p78_gauss,4,134,1,0,1,13.47683945031947,0,"{""empty-input"": 12}",0,80,"{""permutation-BH"": 12}",perm_bh_k05,0.25,3,3.29,3,3,301,1,8,8.726212065466493
81,6,759,flat_p78_corr01,0,128,0,0,0,7.35562918339703,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh_k05,0.25,0,2.16,2,3,289,0,6,2.260267235381941
81,6,774,flat_p78_gauss_equaln,0,128,0,0,0,1.4498890740137569,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh_k05,0.25,0,1.98,2,3,289,0,6,0.3532701197126555
81,6,756,flat_p97_clean,0,128,0,0,0,0.890466406552228,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh_k05,0.25,0,1.96,1,3,289,0,6,0.2968927803980449
81,6,759,flat_p78_gauss,0,128,0,0,0,6.719999189632355,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh_k05,0.25,0,2.13,4,3,289,0,6,1.6710432761071727
81,6,762,flat_p50_clean,0,128,0,0,0,0.3361767649506626,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh_k05,0.25,0,2.01,2,3,289,0,6,0.10808248570961708
81,6,756,flat_p97_clean,0,128,0,0,0,0.8926066221997679,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh_k05,0.25,0,2.03,4,3,289,0,6,0.18326776430689437
81,6,756,flat_p78_clean,0,128,0,0,0,0.3799656869196695,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh_k05,0.25,0,1.97,0,3,289,0,6,0.08761174766915042
81,6,762,flat_p50_clean,0,128,0,0,0,0.3136356936450268,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh_k05,0.25,0,1.98,0,3,289,0,6,0.07389055441866853
81,6,759,flat_p78_gauss,0,128,0,0,0,7.23216510040178,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh_k05,0.25,0,2.07,2,3,289,0,6,2.289815360106665
81,6,756,flat_p78_clean,0,128,0,0,0,0.3689869254687541,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh_k05,0.25,0,1.97,1,3,289,0,6,0.21264196987925743
81,6,756,flat_p97_clean,0,128,0,0,0,0.8562917557467268,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh_k05,0.25,0,2.02,0,3,289,0,6,0.2148637818259331
81,6,756,flat_p78_clean,0,128,0,0,0,0.345178682675373,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh_k05,0.25,0,1.8,4,3,289,0,6,0.0936393612343515
81,6,759,flat_p78_corr05,0,128,0,0,0,9.232206757085844,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh_k05,0.25,0,2.09,1,3,289,0,6,6.302938436928607
81,6,759,flat_p78_heavytail,0,128,0,0,0,6.192443149297433,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh_k05,0.25,0,2.01,2,3,289,0,6,1.501368752236768
